"","X","Course.ID","Free.Paid","Level","Rating","Subject","Language"
"432",432,1233350,"Paid","Beginner Level",3,"Business Finance","Spanish"
"433",433,302456,"Paid","Beginner Level",3,"Business Finance","Spanish"
"434",434,537748,"Paid","Beginner Level",1,"Business Finance","French"
"435",435,427040,"Paid","Beginner Level",2,"Business Finance","Hindi"
"436",436,1225564,"Paid","Beginner Level",5,"Business Finance","French"
"437",437,572992,"Paid","All Levels",3,"Business Finance","French"
"438",438,858764,"Paid","All Levels",3,"Business Finance","German"
"439",439,867440,"Paid","All Levels",3,"Business Finance","Hindi"
"440",440,1151398,"Paid","All Levels",3,"Business Finance","German"
"441",441,1041522,"Paid","All Levels",4,"Business Finance","French"
"442",442,619786,"Paid","Intermediate Level",5,"Business Finance","Spanish"
"443",443,1209556,"Paid","All Levels",2,"Business Finance","Hindi"
"444",444,407658,"Paid","All Levels",4,"Business Finance","Spanish"
"445",445,65110,"Paid","All Levels",4,"Business Finance","English"
"446",446,788756,"Paid","All Levels",3,"Business Finance","French"
"447",447,725658,"Paid","Beginner Level",2,"Business Finance","English"
"448",448,1224262,"Paid","All Levels",1,"Business Finance","French"
"449",449,843536,"Paid","Beginner Level",1,"Business Finance","German"
"450",450,894336,"Paid","Beginner Level",3,"Business Finance","German"
"451",451,986272,"Paid","All Levels",3,"Business Finance","English"
"452",452,1225674,"Paid","All Levels",3,"Business Finance","German"
"453",453,1225686,"Paid","All Levels",2,"Business Finance","English"
"454",454,1107954,"Paid","All Levels",2,"Business Finance","French"
"455",455,425126,"Paid","All Levels",2,"Business Finance","German"
"456",456,917172,"Paid","All Levels",2,"Business Finance","German"
"457",457,714188,"Paid","All Levels",1,"Business Finance","German"
"458",458,364034,"Paid","Beginner Level",5,"Business Finance","English"
"459",459,548764,"Paid","Intermediate Level",2,"Business Finance","French"
"460",460,475912,"Paid","All Levels",5,"Business Finance","German"
"461",461,302468,"Paid","All Levels",1,"Business Finance","German"
"462",462,1172370,"Paid","Expert Level",2,"Business Finance","English"
"463",463,1193056,"Paid","Beginner Level",1,"Business Finance","German"
"464",464,756520,"Paid","All Levels",4,"Business Finance","German"
"465",465,476880,"Paid","Intermediate Level",4,"Business Finance","German"
"466",466,851288,"Paid","Beginner Level",3,"Business Finance","Hindi"
"467",467,575476,"Paid","Beginner Level",3,"Business Finance","Spanish"
"468",468,777276,"Paid","All Levels",5,"Business Finance","Spanish"
"469",469,1107904,"Paid","Beginner Level",4,"Business Finance","Hindi"
"470",470,332690,"Paid","Beginner Level",2,"Business Finance","Hindi"
"471",471,315716,"Paid","Beginner Level",1,"Business Finance","English"
"472",472,460652,"Paid","All Levels",5,"Business Finance","French"
"473",473,410196,"Paid","All Levels",2,"Business Finance","English"
"474",474,994666,"Paid","Beginner Level",4,"Business Finance","French"
"475",475,822926,"Paid","All Levels",2,"Business Finance","Spanish"
"476",476,28172,"Paid","Beginner Level",4,"Business Finance","German"
"477",477,25794,"Paid","All Levels",2,"Business Finance","German"
"478",478,806122,"Paid","All Levels",4,"Business Finance","Hindi"
"479",479,953490,"Paid","Beginner Level",2,"Business Finance","French"
"480",480,417088,"Paid","Beginner Level",2,"Business Finance","Hindi"
"481",481,773060,"Paid","Intermediate Level",3,"Business Finance","Hindi"
"482",482,65105,"Paid","All Levels",4,"Business Finance","Spanish"
"483",483,829182,"Paid","Beginner Level",5,"Business Finance","Spanish"
"484",484,54246,"Paid","Beginner Level",5,"Business Finance","Spanish"
"485",485,1113442,"Paid","All Levels",2,"Business Finance","French"
"486",486,479496,"Paid","All Levels",2,"Business Finance","English"
"487",487,824034,"Paid","Beginner Level",1,"Business Finance","English"
"488",488,1095700,"Paid","All Levels",2,"Business Finance","German"
"489",489,895030,"Paid","All Levels",5,"Business Finance","Spanish"
"490",490,754524,"Paid","All Levels",4,"Business Finance","Hindi"
"491",491,65113,"Paid","Beginner Level",3,"Business Finance","German"
"492",492,1031696,"Paid","Beginner Level",4,"Business Finance","Spanish"
"493",493,607362,"Paid","All Levels",4,"Business Finance","Hindi"
"494",494,370440,"Paid","All Levels",4,"Business Finance","French"
"495",495,570996,"Paid","All Levels",4,"Business Finance","German"
"496",496,944594,"Paid","All Levels",4,"Business Finance","German"
"497",497,745832,"Paid","Beginner Level",1,"Business Finance","Hindi"
"498",498,231256,"Paid","Intermediate Level",5,"Business Finance","Spanish"
"499",499,637452,"Paid","All Levels",1,"Business Finance","English"
"500",500,871682,"Paid","All Levels",5,"Business Finance","Hindi"
"501",501,1029062,"Paid","All Levels",5,"Business Finance","English"
"502",502,691180,"Paid","Intermediate Level",5,"Business Finance","Spanish"
"503",503,158444,"Paid","All Levels",3,"Business Finance","Spanish"
"504",504,75182,"Paid","All Levels",5,"Business Finance","English"
"505",505,1174086,"Paid","All Levels",1,"Business Finance","English"
"506",506,685190,"Paid","Beginner Level",1,"Business Finance","Spanish"
"507",507,115752,"Paid","Beginner Level",1,"Business Finance","Spanish"
"508",508,999262,"Paid","Beginner Level",2,"Business Finance","German"
"509",509,644020,"Paid","Beginner Level",4,"Business Finance","Hindi"
"510",510,868128,"Paid","All Levels",1,"Business Finance","German"
"511",511,441016,"Paid","All Levels",1,"Business Finance","English"
"512",512,304426,"Paid","Beginner Level",3,"Business Finance","German"
"513",513,581662,"Paid","All Levels",1,"Business Finance","Spanish"
"514",514,24815,"Paid","All Levels",4,"Business Finance","Spanish"
"515",515,79364,"Paid","Beginner Level",4,"Business Finance","French"
"516",516,607800,"Paid","Beginner Level",4,"Business Finance","German"
"517",517,960786,"Paid","All Levels",3,"Business Finance","French"
"518",518,464002,"Paid","All Levels",2,"Business Finance","French"
"519",519,55136,"Paid","Beginner Level",3,"Business Finance","Spanish"
"520",520,328842,"Paid","All Levels",4,"Business Finance","Hindi"
"521",521,371828,"Paid","All Levels",1,"Business Finance","Spanish"
"522",522,907716,"Paid","All Levels",3,"Business Finance","English"
"523",523,537286,"Paid","All Levels",5,"Business Finance","Hindi"
"524",524,376712,"Paid","Intermediate Level",2,"Business Finance","Hindi"
"525",525,492344,"Paid","All Levels",5,"Business Finance","Spanish"
"526",526,993160,"Paid","Expert Level",3,"Business Finance","Spanish"
"527",527,304420,"Paid","Beginner Level",3,"Business Finance","French"
"528",528,740764,"Paid","All Levels",2,"Business Finance","Spanish"
"529",529,295909,"Paid","Beginner Level",3,"Business Finance","Spanish"
"530",530,530430,"Paid","All Levels",4,"Business Finance","Hindi"
"531",531,739972,"Paid","Beginner Level",5,"Business Finance","Spanish"
"532",532,501996,"Paid","All Levels",3,"Business Finance","Spanish"
"533",533,95176,"Paid","All Levels",1,"Business Finance","English"
"534",534,559328,"Paid","All Levels",3,"Business Finance","English"
"535",535,786984,"Paid","All Levels",3,"Business Finance","French"
"536",536,690546,"Paid","All Levels",5,"Business Finance","Spanish"
"537",537,257996,"Paid","Beginner Level",4,"Business Finance","Spanish"
"538",538,1220862,"Paid","Beginner Level",1,"Business Finance","Spanish"
"539",539,833770,"Paid","Intermediate Level",2,"Business Finance","Spanish"
"540",540,1273896,"Paid","All Levels",1,"Business Finance","Hindi"
"541",541,1206414,"Paid","Beginner Level",5,"Business Finance","Spanish"
"542",542,1138162,"Paid","All Levels",2,"Business Finance","French"
"543",543,532216,"Paid","All Levels",1,"Business Finance","Spanish"
"544",544,660846,"Paid","Expert Level",4,"Business Finance","Spanish"
"545",545,385604,"Paid","All Levels",5,"Business Finance","German"
"546",546,1149564,"Paid","All Levels",1,"Business Finance","Spanish"
"547",547,721746,"Paid","Intermediate Level",2,"Business Finance","French"
"548",548,1169188,"Paid","Beginner Level",2,"Business Finance","English"
"549",549,304414,"Paid","All Levels",1,"Business Finance","Spanish"
"550",550,769340,"Paid","Beginner Level",1,"Business Finance","English"
"551",551,1069866,"Paid","All Levels",5,"Business Finance","German"
"552",552,516168,"Paid","Beginner Level",3,"Business Finance","Spanish"
"553",553,882276,"Paid","All Levels",1,"Business Finance","Hindi"
"554",554,1180960,"Paid","Beginner Level",3,"Business Finance","German"
"555",555,1089610,"Paid","Beginner Level",3,"Business Finance","French"
"556",556,282044,"Paid","Intermediate Level",2,"Business Finance","German"
"557",557,829206,"Paid","Beginner Level",3,"Business Finance","German"
"558",558,1032234,"Paid","All Levels",1,"Business Finance","English"
"559",559,736836,"Paid","All Levels",4,"Business Finance","German"
"560",560,517466,"Paid","All Levels",5,"Business Finance","French"
"561",561,968056,"Paid","All Levels",2,"Business Finance","French"
"562",562,429080,"Paid","Beginner Level",5,"Business Finance","German"
"563",563,1275790,"Paid","All Levels",4,"Business Finance","Spanish"
"564",564,1021760,"Paid","All Levels",5,"Business Finance","Spanish"
"565",565,304422,"Paid","All Levels",3,"Business Finance","French"
"566",566,1132162,"Paid","All Levels",4,"Business Finance","French"
"567",567,118836,"Paid","Intermediate Level",2,"Business Finance","Spanish"
"568",568,645890,"Paid","All Levels",5,"Business Finance","French"
"569",569,557436,"Paid","All Levels",4,"Business Finance","Hindi"
"570",570,1268616,"Free","All Levels",3,"Business Finance","Spanish"
"571",571,46933,"Paid","All Levels",1,"Business Finance","Spanish"
"572",572,773502,"Paid","Beginner Level",2,"Business Finance","German"
"573",573,872204,"Paid","All Levels",3,"Business Finance","English"
"574",574,997128,"Paid","Beginner Level",5,"Business Finance","German"
"575",575,1253868,"Paid","Beginner Level",3,"Business Finance","Hindi"
"576",576,702800,"Paid","Intermediate Level",4,"Business Finance","French"
"577",577,1210062,"Paid","All Levels",5,"Business Finance","German"
"578",578,1103590,"Paid","All Levels",3,"Business Finance","Hindi"
"579",579,996542,"Paid","Beginner Level",3,"Business Finance","English"
"580",580,944534,"Paid","All Levels",2,"Business Finance","German"
"581",581,302450,"Paid","Intermediate Level",4,"Business Finance","German"
"582",582,722274,"Paid","All Levels",2,"Business Finance","French"
"583",583,1013838,"Paid","Beginner Level",2,"Business Finance","Hindi"
"584",584,1048496,"Paid","All Levels",5,"Business Finance","German"
"585",585,731150,"Paid","Beginner Level",5,"Business Finance","Spanish"
"586",586,1124276,"Paid","Beginner Level",4,"Business Finance","Spanish"
"587",587,818572,"Paid","All Levels",1,"Business Finance","Hindi"
"588",588,613944,"Paid","Beginner Level",2,"Business Finance","Hindi"
"589",589,1201912,"Paid","Beginner Level",1,"Business Finance","English"
"590",590,429308,"Paid","Intermediate Level",1,"Business Finance","English"
"591",591,113712,"Paid","Beginner Level",2,"Business Finance","Spanish"
"592",592,56926,"Paid","Beginner Level",2,"Business Finance","French"
"593",593,597424,"Paid","Beginner Level",5,"Business Finance","Hindi"
"594",594,876898,"Paid","Beginner Level",2,"Business Finance","Hindi"
"595",595,673702,"Paid","Beginner Level",2,"Business Finance","French"
"596",596,1153876,"Paid","Beginner Level",2,"Business Finance","French"
"597",597,505144,"Paid","All Levels",4,"Business Finance","English"
"598",598,619792,"Paid","Beginner Level",1,"Business Finance","English"
"599",599,1141708,"Paid","All Levels",4,"Business Finance","French"
"600",600,914164,"Paid","All Levels",5,"Business Finance","Hindi"
"601",601,390510,"Paid","All Levels",1,"Business Finance","Hindi"
"602",602,877968,"Paid","Beginner Level",3,"Business Finance","English"
"603",603,35409,"Paid","All Levels",1,"Business Finance","English"
"604",604,146454,"Paid","All Levels",4,"Business Finance","English"
"605",605,43291,"Paid","All Levels",4,"Business Finance","Hindi"
"606",606,1013190,"Paid","All Levels",1,"Business Finance","French"
"607",607,877106,"Paid","Beginner Level",1,"Business Finance","German"
"608",608,1036456,"Paid","Beginner Level",2,"Business Finance","English"
"609",609,101038,"Paid","Beginner Level",2,"Business Finance","German"
"610",610,1136912,"Paid","Beginner Level",1,"Business Finance","English"
"611",611,1263966,"Paid","Beginner Level",2,"Business Finance","English"
"612",612,805630,"Paid","Beginner Level",3,"Business Finance","English"
"613",613,953432,"Paid","All Levels",2,"Business Finance","Spanish"
"614",614,821108,"Paid","Intermediate Level",2,"Business Finance","Hindi"
"615",615,811534,"Paid","All Levels",4,"Business Finance","German"
"616",616,737182,"Paid","Beginner Level",2,"Business Finance","German"
"617",617,93850,"Paid","Beginner Level",2,"Business Finance","Spanish"
"618",618,1250742,"Paid","All Levels",1,"Business Finance","English"
"619",619,889066,"Paid","Intermediate Level",3,"Business Finance","German"
"620",620,244000,"Paid","Beginner Level",1,"Business Finance","Hindi"
"621",621,621014,"Paid","Beginner Level",2,"Business Finance","French"
"622",622,673750,"Paid","All Levels",2,"Business Finance","English"
"623",623,1110256,"Paid","All Levels",3,"Business Finance","French"
"624",624,1178150,"Paid","Beginner Level",4,"Business Finance","French"
"625",625,597084,"Paid","All Levels",4,"Business Finance","German"
"626",626,880564,"Paid","Beginner Level",2,"Business Finance","Spanish"
"627",627,1027678,"Paid","Beginner Level",1,"Business Finance","English"
"628",628,429482,"Paid","All Levels",2,"Business Finance","Spanish"
"629",629,1179546,"Paid","All Levels",3,"Business Finance","Hindi"
"630",630,671548,"Paid","All Levels",3,"Business Finance","Hindi"
"631",631,1073430,"Paid","All Levels",3,"Business Finance","French"
"632",632,1257502,"Paid","Beginner Level",5,"Business Finance","Hindi"
"633",633,811416,"Paid","Beginner Level",2,"Business Finance","German"
"634",634,1196700,"Paid","All Levels",4,"Business Finance","Spanish"
"635",635,1156530,"Paid","Beginner Level",1,"Business Finance","Hindi"
"636",636,734280,"Paid","Intermediate Level",4,"Business Finance","German"
"637",637,250902,"Paid","Intermediate Level",2,"Business Finance","French"
"638",638,560472,"Paid","Beginner Level",2,"Business Finance","French"
"639",639,531710,"Paid","All Levels",1,"Business Finance","German"
"640",640,302484,"Paid","All Levels",1,"Business Finance","French"
"641",641,849632,"Paid","All Levels",5,"Business Finance","Spanish"
"642",642,657050,"Paid","All Levels",3,"Business Finance","Spanish"
"643",643,1106148,"Paid","All Levels",2,"Business Finance","Hindi"
"644",644,682986,"Paid","Intermediate Level",2,"Business Finance","Spanish"
"645",645,1237912,"Paid","All Levels",1,"Business Finance","English"
"646",646,589778,"Paid","All Levels",3,"Business Finance","Spanish"
"647",647,614668,"Paid","All Levels",5,"Business Finance","Spanish"
"648",648,707224,"Paid","Beginner Level",5,"Business Finance","Hindi"
"649",649,1078254,"Paid","Intermediate Level",3,"Business Finance","Hindi"
"650",650,1029322,"Paid","Beginner Level",3,"Business Finance","English"
"651",651,1264512,"Paid","All Levels",5,"Business Finance","German"
"652",652,1239206,"Paid","All Levels",5,"Business Finance","Spanish"
"653",653,625670,"Paid","All Levels",3,"Business Finance","Hindi"
"654",654,1153854,"Paid","All Levels",1,"Business Finance","English"
"655",655,1058530,"Paid","All Levels",2,"Business Finance","French"
"656",656,994118,"Paid","Beginner Level",5,"Business Finance","German"
"657",657,904240,"Paid","All Levels",3,"Business Finance","English"
"658",658,1246684,"Paid","Beginner Level",5,"Business Finance","Hindi"
"659",659,1000136,"Paid","All Levels",1,"Business Finance","French"
"660",660,1227792,"Paid","All Levels",2,"Business Finance","Spanish"
"661",661,868112,"Paid","Intermediate Level",1,"Business Finance","Spanish"
"662",662,954842,"Paid","Intermediate Level",5,"Business Finance","English"
"663",663,309854,"Paid","Beginner Level",4,"Business Finance","English"
"664",664,1240408,"Paid","Beginner Level",4,"Business Finance","Spanish"
"665",665,513046,"Paid","Beginner Level",4,"Business Finance","German"
"666",666,304410,"Paid","Beginner Level",3,"Business Finance","Spanish"
"667",667,1193288,"Paid","All Levels",1,"Business Finance","German"
"668",668,1230950,"Paid","All Levels",3,"Business Finance","Spanish"
"669",669,1010988,"Paid","Beginner Level",1,"Business Finance","English"
"670",670,855816,"Paid","All Levels",3,"Business Finance","French"
"671",671,1117834,"Paid","All Levels",3,"Business Finance","German"
"672",672,861764,"Paid","Beginner Level",2,"Business Finance","Spanish"
"673",673,580068,"Paid","All Levels",3,"Business Finance","German"
"674",674,1162656,"Paid","All Levels",3,"Business Finance","German"
"675",675,1072220,"Paid","All Levels",4,"Business Finance","German"
"676",676,813360,"Paid","All Levels",3,"Business Finance","Spanish"
"677",677,813516,"Paid","Beginner Level",4,"Business Finance","Spanish"
"678",678,313512,"Paid","Beginner Level",5,"Business Finance","Spanish"
"679",679,359926,"Paid","All Levels",3,"Business Finance","German"
"680",680,1056242,"Paid","All Levels",3,"Business Finance","Hindi"
"681",681,1208148,"Paid","Beginner Level",5,"Business Finance","Spanish"
"682",682,1082352,"Paid","All Levels",3,"Business Finance","Spanish"
"683",683,1163242,"Paid","Intermediate Level",3,"Business Finance","English"
"684",684,1249164,"Paid","Beginner Level",4,"Business Finance","Spanish"
"685",685,1276364,"Paid","Beginner Level",5,"Business Finance","French"
"686",686,1233894,"Paid","All Levels",1,"Business Finance","Spanish"
"687",687,782256,"Paid","Intermediate Level",2,"Business Finance","German"
"688",688,826912,"Paid","All Levels",3,"Business Finance","French"
"689",689,591724,"Paid","Expert Level",2,"Business Finance","German"
"690",690,533458,"Paid","All Levels",1,"Business Finance","French"
"691",691,1164568,"Paid","Beginner Level",4,"Business Finance","Spanish"
"692",692,1034560,"Paid","Beginner Level",5,"Business Finance","English"
"693",693,1113702,"Paid","Intermediate Level",3,"Business Finance","Spanish"
"694",694,1097288,"Paid","Beginner Level",3,"Business Finance","English"
"695",695,759262,"Paid","All Levels",1,"Business Finance","Spanish"
"696",696,1165780,"Paid","All Levels",1,"Business Finance","German"
"697",697,1232382,"Paid","Intermediate Level",4,"Business Finance","Spanish"
"698",698,1221942,"Paid","Beginner Level",5,"Business Finance","French"
"699",699,1276182,"Paid","All Levels",5,"Business Finance","English"
"700",700,1232312,"Paid","All Levels",5,"Business Finance","French"
"701",701,1084454,"Paid","All Levels",2,"Business Finance","Hindi"
"702",702,1169196,"Paid","Beginner Level",4,"Business Finance","Hindi"
"703",703,1249146,"Paid","All Levels",1,"Business Finance","French"
"704",704,1251582,"Paid","Intermediate Level",3,"Business Finance","French"
"705",705,1233302,"Paid","All Levels",5,"Business Finance","Spanish"
"706",706,837322,"Paid","All Levels",2,"Business Finance","French"
"707",707,1187084,"Paid","All Levels",4,"Business Finance","Spanish"
"708",708,1032648,"Paid","Beginner Level",3,"Business Finance","Spanish"
"709",709,1271182,"Paid","Beginner Level",3,"Business Finance","English"
"710",710,1058852,"Paid","All Levels",3,"Business Finance","French"
"711",711,1233314,"Paid","All Levels",1,"Business Finance","Hindi"
"712",712,1087466,"Paid","All Levels",1,"Business Finance","Hindi"
"713",713,1215926,"Paid","All Levels",3,"Business Finance","German"
"714",714,1035638,"Paid","Beginner Level",5,"Business Finance","Hindi"
"715",715,975910,"Paid","Beginner Level",1,"Business Finance","Spanish"
"716",716,1136038,"Paid","Beginner Level",4,"Business Finance","Spanish"
"717",717,1232390,"Paid","All Levels",1,"Business Finance","Spanish"
"718",718,1251654,"Paid","Beginner Level",4,"Business Finance","Spanish"
"719",719,1064904,"Paid","All Levels",2,"Business Finance","German"
"720",720,1083744,"Paid","All Levels",5,"Business Finance","German"
"721",721,1271430,"Paid","All Levels",3,"Business Finance","Spanish"
"722",722,715476,"Paid","All Levels",1,"Business Finance","German"
"723",723,1219820,"Paid","All Levels",2,"Business Finance","Spanish"
"724",724,627332,"Paid","All Levels",2,"Business Finance","German"
"725",725,1157298,"Paid","All Levels",4,"Business Finance","English"
"726",726,1282064,"Paid","All Levels",2,"Business Finance","English"
"727",727,1247992,"Paid","All Levels",4,"Business Finance","Hindi"
"728",728,1168172,"Paid","All Levels",2,"Business Finance","English"
"729",729,885413,"Paid","Beginner Level",1,"Business Finance","Hindi"
"730",730,1231958,"Paid","All Levels",2,"Business Finance","Hindi"
"731",731,1057040,"Paid","Intermediate Level",5,"Business Finance","French"
"732",732,1258666,"Paid","All Levels",1,"Business Finance","English"
"733",733,1232282,"Paid","All Levels",1,"Business Finance","French"
"734",734,348116,"Free","All Levels",5,"Graphic Design","German"
"735",735,17349,"Free","Beginner Level",5,"Graphic Design","Spanish"
"736",736,399938,"Free","Beginner Level",5,"Graphic Design","English"
"737",737,820194,"Paid","All Levels",3,"Graphic Design","German"
"738",738,249126,"Paid","Beginner Level",2,"Graphic Design","Spanish"
"739",739,874012,"Paid","Beginner Level",5,"Graphic Design","German"
"740",740,385462,"Paid","Beginner Level",1,"Graphic Design","French"
"741",741,178044,"Paid","All Levels",3,"Graphic Design","German"
"742",742,22445,"Free","All Levels",3,"Graphic Design","Spanish"
"743",743,660876,"Free","All Levels",3,"Graphic Design","Spanish"
"744",744,897238,"Paid","All Levels",3,"Graphic Design","French"
"745",745,62721,"Paid","Beginner Level",3,"Graphic Design","German"
"746",746,749542,"Paid","All Levels",1,"Graphic Design","Spanish"
"747",747,573064,"Paid","Beginner Level",5,"Graphic Design","Hindi"
"748",748,1120554,"Paid","Beginner Level",4,"Graphic Design","German"
"749",749,611370,"Free","All Levels",5,"Graphic Design","French"
"750",750,47004,"Paid","All Levels",4,"Graphic Design","Hindi"
"751",751,20461,"Paid","All Levels",4,"Graphic Design","English"
"752",752,364986,"Paid","All Levels",1,"Graphic Design","French"
"753",753,693812,"Paid","All Levels",1,"Graphic Design","Spanish"
"754",754,1145736,"Paid","All Levels",3,"Graphic Design","French"
"755",755,28556,"Paid","Beginner Level",1,"Graphic Design","French"
"756",756,627782,"Free","All Levels",5,"Graphic Design","French"
"757",757,416548,"Paid","All Levels",2,"Graphic Design","Hindi"
"758",758,371074,"Paid","All Levels",5,"Graphic Design","Hindi"
"759",759,520468,"Paid","All Levels",3,"Graphic Design","Hindi"
"760",760,1094930,"Paid","All Levels",5,"Graphic Design","Spanish"
"761",761,396204,"Paid","All Levels",3,"Graphic Design","German"
"762",762,755680,"Free","All Levels",1,"Graphic Design","Hindi"
"763",763,371490,"Paid","All Levels",3,"Graphic Design","French"
"764",764,611804,"Free","All Levels",5,"Graphic Design","Spanish"
"765",765,1228900,"Paid","All Levels",3,"Graphic Design","French"
"766",766,590622,"Paid","All Levels",1,"Graphic Design","French"
"767",767,400130,"Paid","All Levels",3,"Graphic Design","Spanish"
"768",768,561188,"Paid","All Levels",3,"Graphic Design","English"
"769",769,269082,"Paid","All Levels",1,"Graphic Design","Hindi"
"770",770,507726,"Paid","All Levels",5,"Graphic Design","French"
"771",771,516394,"Paid","Intermediate Level",2,"Graphic Design","English"
"772",772,1149656,"Paid","All Levels",3,"Graphic Design","German"
"773",773,337072,"Paid","All Levels",4,"Graphic Design","Spanish"
"774",774,1046722,"Paid","All Levels",2,"Graphic Design","English"
"775",775,839536,"Free","Intermediate Level",2,"Graphic Design","English"
"776",776,874656,"Free","All Levels",3,"Graphic Design","Hindi"
"777",777,600486,"Paid","All Levels",3,"Graphic Design","German"
"778",778,930416,"Free","All Levels",3,"Graphic Design","German"
"779",779,133968,"Paid","Beginner Level",4,"Graphic Design","Spanish"
"780",780,895394,"Paid","Beginner Level",5,"Graphic Design","Hindi"
"781",781,520766,"Paid","Intermediate Level",3,"Graphic Design","English"
"782",782,482924,"Paid","Intermediate Level",4,"Graphic Design","Hindi"
"783",783,1132572,"Paid","All Levels",1,"Graphic Design","Hindi"
"784",784,449788,"Paid","All Levels",5,"Graphic Design","English"
"785",785,563708,"Paid","Beginner Level",3,"Graphic Design","Spanish"
"786",786,367460,"Paid","Beginner Level",3,"Graphic Design","English"
"787",787,595876,"Paid","Beginner Level",4,"Graphic Design","Spanish"
"788",788,787340,"Free","All Levels",1,"Graphic Design","German"
"789",789,317278,"Free","Beginner Level",5,"Graphic Design","Spanish"
"790",790,475214,"Paid","All Levels",5,"Graphic Design","French"
"791",791,62497,"Paid","Beginner Level",3,"Graphic Design","German"
"792",792,77532,"Paid","Expert Level",3,"Graphic Design","French"
"793",793,525446,"Free","All Levels",3,"Graphic Design","Hindi"
"794",794,1062048,"Paid","All Levels",3,"Graphic Design","Spanish"
"795",795,278948,"Paid","Beginner Level",5,"Graphic Design","Hindi"
"796",796,737642,"Paid","All Levels",3,"Graphic Design","Hindi"
"797",797,117004,"Paid","Intermediate Level",3,"Graphic Design","German"
"798",798,1156778,"","All Levels",4,"Graphic Design","German"
"799",799,395140,"Paid","All Levels",1,"Graphic Design","English"
"800",800,286424,"Paid","Beginner Level",1,"Graphic Design","English"
"801",801,327666,"Paid","Intermediate Level",2,"Graphic Design","French"
"802",802,757900,"Paid","Beginner Level",5,"Graphic Design","English"
"803",803,464184,"Paid","All Levels",5,"Graphic Design","German"
"804",804,1226518,"Free","All Levels",1,"Graphic Design","Hindi"
"805",805,902300,"Free","All Levels",2,"Graphic Design","Spanish"
"806",806,558432,"Paid","All Levels",3,"Graphic Design","German"
"807",807,356840,"Paid","Intermediate Level",1,"Graphic Design","Spanish"
"808",808,482208,"Paid","All Levels",5,"Graphic Design","German"
"809",809,901082,"Free","Beginner Level",5,"Graphic Design","French"
"810",810,809216,"Free","All Levels",3,"Graphic Design","German"
"811",811,405488,"Paid","All Levels",2,"Graphic Design","Hindi"
"812",812,768366,"Paid","Beginner Level",4,"Graphic Design","English"
"813",813,494058,"Paid","All Levels",3,"Graphic Design","German"
"814",814,632136,"Paid","All Levels",4,"Graphic Design","English"
"815",815,933888,"Paid","All Levels",1,"Graphic Design","English"
"816",816,826202,"Paid","Beginner Level",5,"Graphic Design","English"
"817",817,413713,"Paid","All Levels",4,"Graphic Design","English"
"818",818,1047508,"Free","Intermediate Level",3,"Graphic Design","English"
"819",819,15611,"Paid","Beginner Level",1,"Graphic Design","Hindi"
"820",820,961684,"Paid","All Levels",4,"Graphic Design","German"
"821",821,19164,"Paid","Intermediate Level",1,"Graphic Design","French"
"822",822,1087244,"Paid","All Levels",3,"Graphic Design","Hindi"
"823",823,1013676,"Paid","All Levels",4,"Graphic Design","German"
"824",824,501140,"Paid","Beginner Level",2,"Graphic Design","Spanish"
"825",825,751230,"Paid","All Levels",4,"Graphic Design","Hindi"
"826",826,861444,"Paid","All Levels",3,"Graphic Design","Spanish"
"827",827,935108,"Paid","All Levels",1,"Graphic Design","Hindi"
"828",1508,41295,"Free","Beginner Level",1,"Web Development","Hindi"
"829",1509,59014,"Free","Expert Level",1,"Web Development","Hindi"
"830",1510,625204,"Paid","Beginner Level",2,"Web Development","English"
"831",1511,173548,"Free","All Levels",3,"Web Development","German"
"832",1512,764164,"Paid","Beginner Level",5,"Web Development","French"
"833",1513,473160,"Free","All Levels",2,"Web Development","English"
"834",1514,94430,"Paid","All Levels",3,"Web Development","French"
"835",1515,130064,"Free","Intermediate Level",4,"Web Development","English"
"836",1516,364426,"Paid","All Levels",5,"Web Development","German"
"837",1517,756150,"Paid","Beginner Level",3,"Web Development","German"
"838",1518,21386,"Free","All Levels",3,"Web Development","Hindi"
"839",1519,65330,"Free","All Levels",4,"Web Development","Spanish"
"840",1520,405926,"Free","All Levels",2,"Web Development","German"
"841",1521,11174,"Paid","All Levels",1,"Web Development","Spanish"
"842",1522,314462,"Free","Beginner Level",3,"Web Development","Hindi"
"843",1523,128946,"Free","All Levels",4,"Web Development","German"
"844",1524,289230,"Paid","Beginner Level",1,"Web Development","English"
"845",1525,461160,"Paid","Beginner Level",5,"Web Development","Spanish"
"846",1526,556248,"Paid","All Levels",5,"Web Development","French"
"847",1527,580466,"Paid","Intermediate Level",4,"Web Development","German"
"848",1528,80940,"Paid","All Levels",3,"Web Development","German"
"849",1529,705264,"Paid","All Levels",5,"Web Development","French"
"850",1530,94432,"Free","All Levels",3,"Web Development","French"
"851",1531,19603,"Paid","All Levels",1,"Web Development","Spanish"
"852",1532,707962,"Free","All Levels",4,"Web Development","German"
"853",1533,437398,"Paid","All Levels",4,"Web Development","Hindi"
"854",1534,28295,"Paid","Beginner Level",5,"Web Development","French"
"855",1535,708578,"Free","All Levels",5,"Web Development","Spanish"
"856",1536,719002,"Paid","All Levels",2,"Web Development","Hindi"
"857",1537,674608,"Paid","Beginner Level",4,"Web Development","Hindi"
"858",1538,772618,"Free","All Levels",4,"Web Development","English"
