"","Course.ID","Free.Paid","Level","Rating","Subject","Language"
"461",302468,"Paid","All Levels",1,"Business Finance","German"
"462",1172370,"Paid","Expert Level",2,"Business Finance","English"
"463",1193056,"Paid","Beginner Level",1,"Business Finance","German"
"464",756520,"Paid","All Levels",4,"Business Finance","German"
"465",476880,"Paid","Intermediate Level",4,"Business Finance","German"
"466",851288,"Paid","Beginner Level",3,"Business Finance","Hindi"
"467",575476,"Paid","Beginner Level",3,"Business Finance","Spanish"
"468",777276,"Paid","All Levels",5,"Business Finance","Spanish"
"469",1107904,"Paid","Beginner Level",4,"Business Finance","Hindi"
"470",332690,"Paid","Beginner Level",2,"Business Finance","Hindi"
"471",315716,"Paid","Beginner Level",1,"Business Finance","English"
"472",460652,"Paid","All Levels",5,"Business Finance","French"
"473",410196,"Paid","All Levels",2,"Business Finance","English"
"474",994666,"Paid","Beginner Level",4,"Business Finance","French"
"475",822926,"Paid","All Levels",2,"Business Finance","Spanish"
"476",28172,"Paid","Beginner Level",4,"Business Finance","German"
"477",25794,"Paid","All Levels",2,"Business Finance","German"
"478",806122,"Paid","All Levels",4,"Business Finance","Hindi"
"479",953490,"Paid","Beginner Level",2,"Business Finance","French"
"480",417088,"Paid","Beginner Level",2,"Business Finance","Hindi"
"481",773060,"Paid","Intermediate Level",3,"Business Finance","Hindi"
"482",65105,"Paid","All Levels",4,"Business Finance","Spanish"
"483",829182,"Paid","Beginner Level",5,"Business Finance","Spanish"
"484",54246,"Paid","Beginner Level",5,"Business Finance","Spanish"
"485",1113442,"Paid","All Levels",NA,"Business Finance","French"
"486",479496,"Paid","All Levels",2,"Business Finance","English"
"487",824034,"Paid","Beginner Level",1,"Business Finance","English"
"488",1095700,"Paid","All Levels",NA,"Business Finance","German"
"489",895030,"Paid","All Levels",5,"Business Finance","Spanish"
"490",754524,"Paid","All Levels",4,"Business Finance","Hindi"
"491",65113,"Paid","Beginner Level",3,"Business Finance","German"
"492",1031696,"Paid","Beginner Level",4,"Business Finance","Spanish"
"493",607362,"Paid","All Levels",4,"Business Finance","Hindi"
"494",370440,"Paid","All Levels",4,"Business Finance","French"
"495",570996,"Paid","All Levels",4,"Business Finance","German"
"496",944594,"Paid","All Levels",4,"Business Finance","German"
"497",745832,"Paid","Beginner Level",1,"Business Finance","Hindi"
"498",231256,"Paid","Intermediate Level",5,"Business Finance","Spanish"
"499",637452,"Paid","All Levels",1,"Business Finance","English"
"500",871682,"Paid","All Levels",5,"Business Finance","Hindi"
"501",1029062,"Paid","All Levels",5,"Business Finance","English"
"502",691180,"Paid","Intermediate Level",5,"Business Finance","Spanish"
"503",158444,"Paid","All Levels",3,"Business Finance","Spanish"
"504",75182,"Paid","All Levels",5,"Business Finance","English"
"505",1174086,"Paid","All Levels",1,"Business Finance","English"
"506",685190,"Paid","Beginner Level",1,"Business Finance","Spanish"
"507",115752,"Paid","Beginner Level",1,"Business Finance","Spanish"
"508",999262,"Paid","Beginner Level",2,"Business Finance","German"
"509",644020,"Paid","Beginner Level",4,"Business Finance","Hindi"
"510",868128,"Paid","All Levels",1,"Business Finance","German"
"511",441016,"Paid","All Levels",1,"Business Finance","English"
"512",304426,"Paid","Beginner Level",3,"Business Finance","German"
"513",581662,"Paid","All Levels",1,"Business Finance","Spanish"
"514",24815,"Paid","All Levels",4,"Business Finance","Spanish"
"515",79364,"Paid","Beginner Level",4,"Business Finance","French"
"516",607800,"Paid","Beginner Level",4,"Business Finance","German"
"517",960786,"Paid","All Levels",3,"Business Finance","French"
"518",464002,"Paid","All Levels",2,"Business Finance","French"
"519",55136,"Paid","Beginner Level",3,"Business Finance","Spanish"
"520",328842,"Paid","All Levels",4,"Business Finance","Hindi"
"521",371828,"Paid","All Levels",1,"Business Finance","Spanish"
"522",907716,"Paid","All Levels",3,"Business Finance","English"
"523",537286,"Paid","All Levels",5,"Business Finance","Hindi"
"524",376712,"Paid","Intermediate Level",2,"Business Finance","Hindi"
"525",492344,"Paid","All Levels",5,"Business Finance","Spanish"
"526",993160,"Paid","Expert Level",3,"Business Finance","Spanish"
"527",304420,"Paid","Beginner Level",3,"Business Finance","French"
"528",740764,"Paid","All Levels",2,"Business Finance","Spanish"
"529",295909,"Paid","Beginner Level",3,"Business Finance","Spanish"
"530",530430,"Paid","All Levels",4,"Business Finance","Hindi"
"531",739972,"Paid","Beginner Level",5,"Business Finance","Spanish"
"532",501996,"Paid","All Levels",3,"Business Finance","Spanish"
"533",95176,"Paid","All Levels",1,"Business Finance","English"
"534",559328,"Paid","All Levels",3,"Business Finance","English"
"535",786984,"Paid","All Levels",3,"Business Finance","French"
"536",690546,"Paid","All Levels",5,"Business Finance","Spanish"
"537",257996,"Paid","Beginner Level",4,"Business Finance","Spanish"
"538",1220862,"Paid","Beginner Level",1,"Business Finance","Spanish"
"539",833770,"Paid","Intermediate Level",2,"Business Finance","Spanish"
"540",1273896,"Paid","All Levels",1,"Business Finance","Hindi"
"541",1206414,"Paid","Beginner Level",5,"Business Finance","Spanish"
"542",1138162,"Paid","All Levels",2,"Business Finance","French"
"543",532216,"Paid","All Levels",1,"Business Finance","Spanish"
"544",660846,"Paid","Expert Level",4,"Business Finance","Spanish"
"545",385604,"Paid","All Levels",5,"Business Finance","German"
"546",1149564,"Paid","All Levels",1,"Business Finance","Spanish"
"547",721746,"Paid","Intermediate Level",2,"Business Finance","French"
"548",1169188,"Paid","Beginner Level",2,"Business Finance","English"
"549",304414,"Paid","All Levels",1,"Business Finance","Spanish"
"550",769340,"Paid","Beginner Level",1,"Business Finance","English"
"551",1069866,"Paid","All Levels",5,"Business Finance","German"
"552",516168,"Paid","Beginner Level",3,"Business Finance","Spanish"
"553",882276,"Paid","All Levels",1,"Business Finance","Hindi"
"554",1180960,"Paid","Beginner Level",3,"Business Finance","German"
"555",1089610,"Paid","Beginner Level",3,"Business Finance","French"
"556",282044,"Paid","Intermediate Level",2,"Business Finance","German"
"557",829206,"Paid","Beginner Level",3,"Business Finance","German"
"558",1032234,"Paid","All Levels",1,"Business Finance","English"
"559",736836,"Paid","All Levels",4,"Business Finance","German"
"560",517466,"Paid","All Levels",5,"Business Finance","French"
"561",968056,"Paid","All Levels",2,"Business Finance","French"
"562",429080,"Paid","Beginner Level",5,"Business Finance","German"
"563",1275790,"Paid","All Levels",4,"Business Finance","Spanish"
"564",1021760,"Paid","All Levels",5,"Business Finance","Spanish"
"565",304422,"Paid","All Levels",3,"Business Finance","French"
"566",1132162,"Paid","All Levels",4,"Business Finance","French"
"567",118836,"Paid","Intermediate Level",2,"Business Finance","Spanish"
"568",645890,"Paid","All Levels",5,"Business Finance","French"
"569",557436,"Paid","All Levels",4,"Business Finance","Hindi"
"570",1268616,"Free","All Levels",3,"Business Finance","Spanish"
"571",46933,"Paid","All Levels",1,"Business Finance","Spanish"
"572",773502,"Paid","Beginner Level",2,"Business Finance","German"
"573",872204,"Paid","All Levels",3,"Business Finance","English"
"574",997128,"Paid","Beginner Level",5,"Business Finance","German"
"575",1253868,"Paid","Beginner Level",3,"Business Finance","Hindi"
"576",702800,"Paid","Intermediate Level",4,"Business Finance","French"
"577",1210062,"Paid","All Levels",5,"Business Finance","German"
"578",1103590,"Paid","All Levels",3,"Business Finance","Hindi"
"579",996542,"Paid","Beginner Level",3,"Business Finance","English"
"580",944534,"Paid","All Levels",2,"Business Finance","German"
"581",302450,"Paid","Intermediate Level",4,"Business Finance","German"
"582",722274,"Paid","All Levels",2,"Business Finance","French"
"583",1013838,"Paid","Beginner Level",2,"Business Finance","Hindi"
"584",1048496,"Paid","All Levels",5,"Business Finance","German"
"585",731150,"Paid","Beginner Level",5,"Business Finance","Spanish"
"586",1124276,"Paid","Beginner Level",4,"Business Finance","Spanish"
"587",818572,"Paid","All Levels",1,"Business Finance","Hindi"
"588",613944,"Paid","Beginner Level",2,"Business Finance","Hindi"
"589",1201912,"Paid","Beginner Level",1,"Business Finance","English"
"590",429308,"Paid","Intermediate Level",1,"Business Finance","English"
"591",113712,"Paid","Beginner Level",NA,"Business Finance","Spanish"
"592",56926,"Paid","Beginner Level",2,"Business Finance","French"
"593",597424,"Paid","Beginner Level",5,"Business Finance","Hindi"
"594",876898,"Paid","Beginner Level",2,"Business Finance","Hindi"
"595",673702,"Paid","Beginner Level",2,"Business Finance","French"
"596",1153876,"Paid","Beginner Level",2,"Business Finance","French"
"597",505144,"Paid","All Levels",4,"Business Finance","English"
"598",619792,"Paid","Beginner Level",1,"Business Finance","English"
"599",1141708,"Paid","All Levels",4,"Business Finance","French"
"600",914164,"Paid","All Levels",5,"Business Finance","Hindi"
"601",390510,"Paid","All Levels",1,"Business Finance","Hindi"
"602",877968,"Paid","Beginner Level",3,"Business Finance","English"
"603",35409,"Paid","All Levels",1,"Business Finance","English"
"604",146454,"Paid","All Levels",4,"Business Finance","English"
"605",43291,"Paid","All Levels",4,"Business Finance","Hindi"
"606",1013190,"Paid","All Levels",1,"Business Finance","French"
"607",877106,"Paid","Beginner Level",1,"Business Finance","German"
"608",1036456,"Paid","Beginner Level",2,"Business Finance","English"
"609",101038,"Paid","Beginner Level",2,"Business Finance","German"
"610",1136912,"Paid","Beginner Level",1,"Business Finance","English"
"611",1263966,"Paid","Beginner Level",2,"Business Finance","English"
"612",805630,"Paid","Beginner Level",3,"Business Finance","English"
"613",953432,"Paid","All Levels",2,"Business Finance","Spanish"
"614",821108,"Paid","Intermediate Level",2,"Business Finance","Hindi"
"615",811534,"Paid","All Levels",4,"Business Finance","German"
"616",737182,"Paid","Beginner Level",2,"Business Finance","German"
"617",93850,"Paid","Beginner Level",2,"Business Finance","Spanish"
"618",1250742,"Paid","All Levels",1,"Business Finance","English"
"619",889066,"Paid","Intermediate Level",3,"Business Finance","German"
"620",244000,"Paid","Beginner Level",1,"Business Finance","Hindi"
"621",621014,"Paid","Beginner Level",2,"Business Finance","French"
"622",673750,"Paid","All Levels",2,"Business Finance","English"
"623",1110256,"Paid","All Levels",3,"Business Finance","French"
"624",1178150,"Paid","Beginner Level",4,"Business Finance","French"
"625",597084,"Paid","All Levels",4,"Business Finance","German"
"626",880564,"Paid","Beginner Level",2,"Business Finance","Spanish"
"627",1027678,"Paid","Beginner Level",1,"Business Finance","English"
"628",429482,"Paid","All Levels",2,"Business Finance","Spanish"
"629",1179546,"Paid","All Levels",3,"Business Finance","Hindi"
"630",671548,"Paid","All Levels",3,"Business Finance","Hindi"
"631",1073430,"Paid","All Levels",3,"Business Finance","French"
"632",1257502,"Paid","Beginner Level",5,"Business Finance","Hindi"
"633",811416,"Paid","Beginner Level",NA,"Business Finance","German"
"634",1196700,"Paid","All Levels",4,"Business Finance","Spanish"
"635",1156530,"Paid","Beginner Level",1,"Business Finance","Hindi"
"636",734280,"Paid","Intermediate Level",4,"Business Finance","German"
"637",250902,"Paid","Intermediate Level",2,"Business Finance","French"
"638",560472,"Paid","Beginner Level",2,"Business Finance","French"
"639",531710,"Paid","All Levels",1,"Business Finance","German"
"640",302484,"Paid","All Levels",1,"Business Finance","French"
"641",849632,"Paid","All Levels",5,"Business Finance","Spanish"
"642",657050,"Paid","All Levels",3,"Business Finance","Spanish"
"643",1106148,"Paid","All Levels",NA,"Business Finance","Hindi"
"644",682986,"Paid","Intermediate Level",2,"Business Finance","Spanish"
"645",1237912,"Paid","All Levels",1,"Business Finance","English"
"646",589778,"Paid","All Levels",3,"Business Finance","Spanish"
"647",614668,"Paid","All Levels",5,"Business Finance","Spanish"
"648",707224,"Paid","Beginner Level",5,"Business Finance","Hindi"
"649",1078254,"Paid","Intermediate Level",3,"Business Finance","Hindi"
"650",1029322,"Paid","Beginner Level",3,"Business Finance","English"
"651",1264512,"Paid","All Levels",5,"Business Finance","German"
"652",1239206,"Paid","All Levels",5,"Business Finance","Spanish"
"653",625670,"Paid","All Levels",3,"Business Finance","Hindi"
"654",1153854,"Paid","All Levels",1,"Business Finance","English"
"655",1058530,"Paid","All Levels",2,"Business Finance","French"
"656",994118,"Paid","Beginner Level",5,"Business Finance","German"
"657",904240,"Paid","All Levels",3,"Business Finance","English"
"658",1246684,"Paid","Beginner Level",5,"Business Finance","Hindi"
"659",1000136,"Paid","All Levels",1,"Business Finance","French"
"660",1227792,"Paid","All Levels",2,"Business Finance","Spanish"
"661",868112,"Paid","Intermediate Level",1,"Business Finance","Spanish"
"662",954842,"Paid","Intermediate Level",5,"Business Finance","English"
"663",309854,"Paid","Beginner Level",4,"Business Finance","English"
"664",1240408,"Paid","Beginner Level",4,"Business Finance","Spanish"
"665",513046,"Paid","Beginner Level",4,"Business Finance","German"
"666",304410,"Paid","Beginner Level",3,"Business Finance","Spanish"
"667",1193288,"Paid","All Levels",1,"Business Finance","German"
"668",1230950,"Paid","All Levels",3,"Business Finance","Spanish"
"669",1010988,"Paid","Beginner Level",1,"Business Finance","English"
"670",855816,"Paid","All Levels",3,"Business Finance","French"
"671",1117834,"Paid","All Levels",3,"Business Finance","German"
"672",861764,"Paid","Beginner Level",2,"Business Finance","Spanish"
"673",580068,"Paid","All Levels",3,"Business Finance","German"
"674",1162656,"Paid","All Levels",3,"Business Finance","German"
"675",1072220,"Paid","All Levels",4,"Business Finance","German"
"676",813360,"Paid","All Levels",3,"Business Finance","Spanish"
"677",813516,"Paid","Beginner Level",4,"Business Finance","Spanish"
"678",313512,"Paid","Beginner Level",5,"Business Finance","Spanish"
"679",359926,"Paid","All Levels",3,"Business Finance","German"
"680",1056242,"Paid","All Levels",3,"Business Finance","Hindi"
"681",1208148,"Paid","Beginner Level",5,"Business Finance","Spanish"
"682",1082352,"Paid","All Levels",3,"Business Finance","Spanish"
"683",1163242,"Paid","Intermediate Level",3,"Business Finance","English"
"684",1249164,"Paid","Beginner Level",4,"Business Finance","Spanish"
"685",1276364,"Paid","Beginner Level",5,"Business Finance","French"
"686",1233894,"Paid","All Levels",1,"Business Finance","Spanish"
"687",782256,"Paid","Intermediate Level",2,"Business Finance","German"
"688",826912,"Paid","All Levels",3,"Business Finance","French"
"689",591724,"Paid","Expert Level",NA,"Business Finance","German"
"690",533458,"Paid","All Levels",1,"Business Finance","French"
"691",1164568,"Paid","Beginner Level",4,"Business Finance","Spanish"
"692",1034560,"Paid","Beginner Level",5,"Business Finance","English"
"693",1113702,"Paid","Intermediate Level",3,"Business Finance","Spanish"
"694",1097288,"Paid","Beginner Level",3,"Business Finance","English"
"695",759262,"Paid","All Levels",1,"Business Finance","Spanish"
"696",1165780,"Paid","All Levels",1,"Business Finance","German"
"697",1232382,"Paid","Intermediate Level",4,"Business Finance","Spanish"
"698",1221942,"Paid","Beginner Level",5,"Business Finance","French"
"699",1276182,"Paid","All Levels",5,"Business Finance","English"
"700",1232312,"Paid","All Levels",5,"Business Finance","French"
"701",1084454,"Paid","All Levels",2,"Business Finance","Hindi"
"702",1169196,"Paid","Beginner Level",4,"Business Finance","Hindi"
"703",1249146,"Paid","All Levels",1,"Business Finance","French"
"704",1251582,"Paid","Intermediate Level",3,"Business Finance","French"
"705",1233302,"Paid","All Levels",5,"Business Finance","Spanish"
"706",837322,"Paid","All Levels",2,"Business Finance","French"
"707",1187084,"Paid","All Levels",4,"Business Finance","Spanish"
"708",1032648,"Paid","Beginner Level",3,"Business Finance","Spanish"
"709",1271182,"Paid","Beginner Level",3,"Business Finance","English"
"710",1058852,"Paid","All Levels",3,"Business Finance","French"
"711",1233314,"Paid","All Levels",1,"Business Finance","Hindi"
"712",1087466,"Paid","All Levels",1,"Business Finance","Hindi"
"713",1215926,"Paid","All Levels",3,"Business Finance","German"
"714",1035638,"Paid","Beginner Level",5,"Business Finance","Hindi"
"715",975910,"Paid","Beginner Level",1,"Business Finance","Spanish"
"716",1136038,"Paid","Beginner Level",4,"Business Finance","Spanish"
"717",1232390,"Paid","All Levels",1,"Business Finance","Spanish"
"718",1251654,"Paid","Beginner Level",4,"Business Finance","Spanish"
"719",1064904,"Paid","All Levels",2,"Business Finance","German"
"720",1083744,"Paid","All Levels",5,"Business Finance","German"
"721",1271430,"Paid","All Levels",3,"Business Finance","Spanish"
"722",715476,"Paid","All Levels",1,"Business Finance","German"
"723",1219820,"Paid","All Levels",2,"Business Finance","Spanish"
"724",627332,"Paid","All Levels",2,"Business Finance","German"
"725",1157298,"Paid","All Levels",4,"Business Finance","English"
"726",1282064,"Paid","All Levels",2,"Business Finance","English"
"727",1247992,"Paid","All Levels",4,"Business Finance","Hindi"
"728",1168172,"Paid","All Levels",2,"Business Finance","English"
"729",885413,"Paid","Beginner Level",1,"Business Finance","Hindi"
"730",1231958,"Paid","All Levels",2,"Business Finance","Hindi"
"731",1057040,"Paid","Intermediate Level",5,"Business Finance","French"
"732",1258666,"Paid","All Levels",1,"Business Finance","English"
"733",1232282,"Paid","All Levels",1,"Business Finance","French"
